Copyright 1986-2016 Xilinx, Inc. All Rights Reserved.
-----------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2016.2 (lin64) Build 1577090 Thu Jun  2 16:32:35 MDT 2016
| Date         : Wed Nov 18 21:46:49 2020
| Host         : umma running 64-bit Ubuntu 18.04.4 LTS
| Command      : report_utilization -hierarchical -file ./Impl/TopDown/top-post-place-util.txt
| Design       : mkPcieTop
| Device       : 7vx485tffg1761-2
| Design State : Fully Placed
-----------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------------------------+-----------------------------------------------+------------+------------+---------+------+-------+--------+--------+--------------+
|                                       Instance                                      |                     Module                    | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP48 Blocks |
|     tlp_in_fifo_1                                                                   |                         FIFO2__parameterized3 |        315 |        315 |       0 |    0 |   308 |      0 |      0 |            0 |
|     tlp_in_fifo_2                                                                   |                         FIFO2__parameterized4 |        171 |        171 |       0 |    0 |   302 |      0 |      0 |            0 |
|     tlp_in_fifo_3                                                                   |                         FIFO2__parameterized5 |        318 |        318 |       0 |    0 |   304 |      0 |      0 |            0 |
|     tlp_out_fifo                                                                    |                         FIFO2__parameterized6 |        163 |        163 |       0 |    0 |   308 |      0 |      0 |            0 |
|   host_pcieHostTop_pciehost_csr                                                     |                    mkPcieControlAndStatusRegs |       2048 |       2048 |       0 |    0 |  2695 |      1 |      0 |            0 |
|     (host_pcieHostTop_pciehost_csr)                                                 |                    mkPcieControlAndStatusRegs |        418 |        418 |       0 |    0 |  1795 |      0 |      0 |            0 |
|     bramRequestFifo                                                                 |                         FIFO2__parameterized7 |        123 |        123 |       0 |    0 |   132 |      0 |      0 |            0 |
|     bramResponseFifo                                                                |                         FIFO2__parameterized8 |        198 |        198 |       0 |    0 |   386 |      0 |      0 |            0 |
|     changeFifo_memory                                                               |                                       BRAM2_2 |         51 |         51 |       0 |    0 |     0 |      1 |      0 |            0 |
|     csrIsMsixAddrFifo                                                               |                         FIFO2__parameterized9 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|     csrOneHotFifo000                                                                |                        FIFO2__parameterized10 |         11 |         11 |       0 |    0 |     6 |      0 |      0 |            0 |
|     csrOneHotFifo774                                                                |                        FIFO2__parameterized11 |        275 |        275 |       0 |    0 |    38 |      0 |      0 |            0 |
|     csrOneHotFifo992                                                                |                        FIFO2__parameterized12 |         12 |         12 |       0 |    0 |     6 |      0 |      0 |            0 |
|     csrRagBeatFifo                                                                  |                        FIFO2__parameterized13 |        505 |        505 |       0 |    0 |    33 |      0 |      0 |            0 |
|     csrRag_addrBeatFifo                                                             |                        FIFO2__parameterized14 |         58 |         58 |       0 |    0 |    28 |      0 |      0 |            0 |
|     csrRag_requestFifo                                                              |                                       FIFO1_3 |         40 |         40 |       0 |    0 |    22 |      0 |      0 |            0 |
|     csrWagBeatFifo                                                                  |                        FIFO2__parameterized15 |        100 |        100 |       0 |    0 |    30 |      0 |      0 |            0 |
|     csrWagIsMsixAddrFifo                                                            |                        FIFO2__parameterized16 |         22 |         22 |       0 |    0 |     4 |      0 |      0 |            0 |
|     csrWagOneHotFifo768                                                             |                        FIFO2__parameterized17 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|     csrWagOneHotFifo792                                                             |                        FIFO2__parameterized18 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|     csrWag_addrBeatFifo                                                             |                        FIFO2__parameterized19 |         29 |         29 |       0 |    0 |    30 |      0 |      0 |            0 |
|     csrWag_requestFifo                                                              |                                       FIFO1_4 |         41 |         41 |       0 |    0 |    22 |      0 |      0 |            0 |
|     readResponseFifo                                                                |                        FIFO2__parameterized20 |         90 |         90 |       0 |    0 |    66 |      0 |      0 |            0 |
|     writeDataFifo                                                                   |                        FIFO2__parameterized21 |         54 |         54 |       0 |    0 |    79 |      0 |      0 |            0 |
|     writeDoneFifo                                                                   |                        FIFO2__parameterized22 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|   host_pcieHostTop_pciehost_dispatcher                                              |                               mkTLPDispatcher |        407 |        407 |       0 |    0 |   737 |      0 |      0 |            0 |
|     (host_pcieHostTop_pciehost_dispatcher)                                          |                               mkTLPDispatcher |          0 |          0 |       0 |    0 |     3 |      0 |      0 |            0 |
|     tlp_in_fifo                                                                     |                        FIFO2__parameterized23 |        146 |        146 |       0 |    0 |   244 |      0 |      0 |            0 |
|     tlp_out_fifo_0                                                                  |                        FIFO2__parameterized24 |        116 |        116 |       0 |    0 |   220 |      0 |      0 |            0 |
|     tlp_out_fifo_1                                                                  |                        FIFO2__parameterized25 |        119 |        119 |       0 |    0 |   232 |      0 |      0 |            0 |
|     tlp_out_fifo_2                                                                  |                        FIFO2__parameterized26 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|     tlp_out_fifo_3                                                                  |                        FIFO2__parameterized27 |         24 |         24 |       0 |    0 |    36 |      0 |      0 |            0 |
|   host_pcieHostTop_pciehost_intr                                                    |                                mkMemInterrupt |        441 |        341 |     100 |    0 |   335 |      0 |      0 |            0 |
|     (host_pcieHostTop_pciehost_intr)                                                |                                mkMemInterrupt |          0 |          0 |       0 |    0 |    33 |      0 |      0 |            0 |
|     interruptRequestFifo                                                            |                        FIFO2__parameterized28 |        234 |        234 |       0 |    0 |   146 |      0 |      0 |            0 |
|     tlpOutFifo                                                                      |                     SizedFIFO__parameterized0 |        207 |        107 |     100 |    0 |   156 |      0 |      0 |            0 |
|   host_pcieHostTop_pciehost_mvec_0                                                  |                                   mkPcieToMem |       1454 |       1178 |     276 |    0 |   695 |      0 |      0 |            0 |
|     (host_pcieHostTop_pciehost_mvec_0)                                              |                                   mkPcieToMem |         13 |         13 |       0 |    0 |   284 |      0 |      0 |            0 |
|     readDataFifo                                                                    |                     SizedFIFO__parameterized1 |        182 |        134 |      48 |    0 |    57 |      0 |      0 |            0 |
|     readHeaderFifo                                                                  |                     SizedFIFO__parameterized2 |        133 |         81 |      52 |    0 |    77 |      0 |      0 |            0 |
|     tlpOutFifo                                                                      |                     SizedFIFO__parameterized3 |        934 |        830 |     104 |    0 |   162 |      0 |      0 |            0 |
|     writeDataFifo                                                                   |                     SizedFIFO__parameterized4 |         78 |         50 |      28 |    0 |    47 |      0 |      0 |            0 |
|     writeHeaderFifo                                                                 |                     SizedFIFO__parameterized5 |        116 |         72 |      44 |    0 |    68 |      0 |      0 |            0 |
|   host_pcieHostTop_pciehost_mvec_1                                                  |                                mkPcieToMem__1 |       1474 |       1190 |     284 |    0 |   705 |      0 |      0 |            0 |
|     (host_pcieHostTop_pciehost_mvec_1)                                              |                                mkPcieToMem__1 |         13 |         13 |       0 |    0 |   284 |      0 |      0 |            0 |
|     readDataFifo                                                                    |                   SizedFIFO__parameterized1_6 |        183 |        135 |      48 |    0 |    57 |      0 |      0 |            0 |
|     readHeaderFifo                                                                  |                   SizedFIFO__parameterized2_7 |        143 |         87 |      56 |    0 |    82 |      0 |      0 |            0 |
|     tlpOutFifo                                                                      |                   SizedFIFO__parameterized3_8 |        933 |        829 |     104 |    0 |   162 |      0 |      0 |            0 |
|     writeDataFifo                                                                   |                   SizedFIFO__parameterized4_9 |         78 |         50 |      28 |    0 |    47 |      0 |      0 |            0 |
|     writeHeaderFifo                                                                 |                  SizedFIFO__parameterized5_10 |        126 |         78 |      48 |    0 |    73 |      0 |      0 |            0 |
|   host_pcieHostTop_pciehost_sEngine_0                                               |                              mkMemToPcieSynth |       1533 |       1517 |      16 |    0 |  1126 |      0 |      4 |            0 |
|     (host_pcieHostTop_pciehost_sEngine_0)                                           |                              mkMemToPcieSynth |         68 |         68 |       0 |    0 |   256 |      0 |      0 |            0 |
|     memSlaveEngine_completionMimo_fifos_0                                           |                     SizedFIFO__parameterized6 |         15 |         15 |       0 |    0 |    11 |      0 |      0 |            0 |
|     memSlaveEngine_completionMimo_fifos_1                                           |                     SizedFIFO__parameterized7 |         16 |         16 |       0 |    0 |    11 |      0 |      0 |            0 |
|     memSlaveEngine_completionMimo_fifos_2                                           |                     SizedFIFO__parameterized8 |         15 |         15 |       0 |    0 |    11 |      0 |      0 |            0 |
|     memSlaveEngine_completionMimo_fifos_3                                           |                     SizedFIFO__parameterized9 |         17 |         17 |       0 |    0 |    11 |      0 |      0 |            0 |
|     memSlaveEngine_completionMimo_inCountFifo                                       |                        FIFO2__parameterized31 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memSlaveEngine_completionMimo_inFifo                                            |                        FIFO2__parameterized32 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memSlaveEngine_completionMimo_posFifo                                           |                        FIFO2__parameterized33 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memSlaveEngine_completionMimo_weFifo                                            |                        FIFO2__parameterized34 |         15 |         15 |       0 |    0 |    10 |      0 |      0 |            0 |
|     memSlaveEngine_completionTagMimo_fifos_0                                        |                    SizedFIFO__parameterized10 |         16 |         16 |       0 |    0 |    11 |      0 |      0 |            0 |
|     memSlaveEngine_completionTagMimo_fifos_1                                        |                    SizedFIFO__parameterized11 |         27 |         23 |       4 |    0 |    17 |      0 |      0 |            0 |
|     memSlaveEngine_completionTagMimo_fifos_2                                        |                    SizedFIFO__parameterized12 |         17 |         17 |       0 |    0 |    11 |      0 |      0 |            0 |
|     memSlaveEngine_completionTagMimo_fifos_3                                        |                    SizedFIFO__parameterized13 |         33 |         29 |       4 |    0 |    17 |      0 |      0 |            0 |
|     memSlaveEngine_completionTagMimo_inCountFifo                                    |                        FIFO2__parameterized37 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memSlaveEngine_completionTagMimo_inFifo                                         |                        FIFO2__parameterized38 |         20 |         20 |       0 |    0 |    21 |      0 |      0 |            0 |
|     memSlaveEngine_completionTagMimo_posFifo                                        |                        FIFO2__parameterized39 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memSlaveEngine_completionTagMimo_weFifo                                         |                        FIFO2__parameterized40 |         16 |         16 |       0 |    0 |    10 |      0 |      0 |            0 |
|     memSlaveEngine_doneTag                                                          |                    SizedFIFO__parameterized14 |         52 |         48 |       4 |    0 |    17 |      0 |      0 |            0 |
|     memSlaveEngine_readReqFifo                                                      |                        FIFO2__parameterized41 |        119 |        119 |       0 |    0 |   104 |      0 |      0 |            0 |
|     memSlaveEngine_tlpDecodeFifo                                                    |                        FIFO2__parameterized42 |         59 |         59 |       0 |    0 |    36 |      0 |      0 |            0 |
|     memSlaveEngine_tlpInFifo                                                        |                        FIFO2__parameterized43 |         23 |         23 |       0 |    0 |    36 |      0 |      0 |            0 |
|     memSlaveEngine_tlpOutFifo                                                       |                        FIFO2__parameterized44 |        254 |        254 |       0 |    0 |   285 |      0 |      0 |            0 |
|     memSlaveEngine_tlpWriteHeaderFifo                                               |                        FIFO2__parameterized45 |        238 |        238 |       0 |    0 |   206 |      0 |      0 |            0 |
|     memSlaveEngine_writeBurstCountFifo                                              |                        FIFO2__parameterized46 |         35 |         35 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memSlaveEngine_writeDataMimo_ifc_vfStorage_0_memory                             |                         BRAM2__parameterized0 |         99 |         99 |       0 |    0 |     0 |      0 |      1 |            0 |
|     memSlaveEngine_writeDataMimo_ifc_vfStorage_1_memory                             |                         BRAM2__parameterized1 |        108 |        108 |       0 |    0 |     0 |      0 |      1 |            0 |
|     memSlaveEngine_writeDataMimo_ifc_vfStorage_2_memory                             |                         BRAM2__parameterized2 |        106 |        106 |       0 |    0 |     0 |      0 |      1 |            0 |
|     memSlaveEngine_writeDataMimo_ifc_vfStorage_3_memory                             |                         BRAM2__parameterized3 |        125 |        125 |       0 |    0 |     0 |      0 |      1 |            0 |
|     memSlaveEngine_writeReadyFifo                                                   |                        FIFO2__parameterized47 |          6 |          6 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memSlaveEngine_writeTag                                                         |                    SizedFIFO__parameterized15 |         27 |         23 |       4 |    0 |    17 |      0 |      0 |            0 |
|   host_pcieHostTop_pciehost_traceif                                                 |                                  mkPcieTracer |       1507 |       1507 |       0 |    0 |  1930 |     22 |      0 |            0 |
|     (host_pcieHostTop_pciehost_traceif)                                             |                                  mkPcieTracer |         11 |         11 |       0 |    0 |   248 |      0 |      0 |            0 |
|     fromPcieTraceBram_cbram_bram                                                    |                         BRAM2__parameterized4 |          4 |          4 |       0 |    0 |     0 |     11 |      0 |            0 |
|     fromPcieTraceBram_cbram_responseFifo_0                                          |                        FIFO2__parameterized48 |        200 |        200 |       0 |    0 |   386 |      0 |      0 |            0 |
|     isRootBroadcastMessage                                                          |                        FIFO2__parameterized50 |        198 |        198 |       0 |    0 |     4 |      0 |      0 |            0 |
|     tlpBusResponseFifo                                                              |                        FIFO2__parameterized51 |        258 |        258 |       0 |    0 |   308 |      0 |      0 |            0 |
|     tlpFromBusFifo                                                                  |                        FIFO2__parameterized52 |        159 |        159 |       0 |    0 |   308 |      0 |      0 |            0 |
|     tlpToBusFifo                                                                    |                        FIFO2__parameterized53 |        218 |        218 |       0 |    0 |   266 |      0 |      0 |            0 |
|     tlpTraceBramWrAddrFifo                                                          |                        FIFO2__parameterized54 |         58 |         58 |       0 |    0 |    24 |      0 |      0 |            0 |
|     toPcieTraceBram_cbram_bram                                                      |                         BRAM2__parameterized5 |          2 |          2 |       0 |    0 |     0 |     11 |      0 |            0 |
|     toPcieTraceBram_cbram_responseFifo_0                                            |                        FIFO2__parameterized55 |        400 |        400 |       0 |    0 |   386 |      0 |      0 |            0 |
|   intrFifo                                                                          |                        FIFO2__parameterized57 |          8 |          8 |       0 |    0 |     7 |      0 |      0 |            0 |
|   memCnx_1_0_readCnx_dataCnx_synchronizer                                           |                      SyncFIFO__parameterized0 |         16 |         12 |       4 |    0 |    43 |      0 |      0 |            0 |
|   memCnx_1_0_readCnx_reqCnx_synchronizer                                            |                      SyncFIFO__parameterized1 |         47 |          7 |      40 |    0 |    62 |      0 |      0 |            0 |
|   memCnx_1_0_writeCnx_dataCnx_synchronizer                                          |                      SyncFIFO__parameterized2 |         57 |         13 |      44 |    0 |   102 |      0 |      0 |            0 |
|   memCnx_1_0_writeCnx_doneCnx_synchronizer                                          |                      SyncFIFO__parameterized3 |         16 |         12 |       4 |    0 |    43 |      0 |      0 |            0 |
|   memCnx_1_0_writeCnx_reqCnx_synchronizer                                           |                      SyncFIFO__parameterized4 |         47 |          7 |      40 |    0 |    62 |      0 |      0 |            0 |
|   portalCnx_readCnx_dataCnx_synchronizer                                            |                      SyncFIFO__parameterized5 |         37 |         13 |      24 |    0 |    70 |      0 |      0 |            0 |
|   portalCnx_readCnx_reqCnx_synchronizer                                             |                      SyncFIFO__parameterized6 |         36 |         12 |      24 |    0 |    64 |      0 |      0 |            0 |
|   portalCnx_writeCnx_dataCnx_synchronizer                                           |                      SyncFIFO__parameterized7 |         40 |         12 |      28 |    0 |    71 |      0 |      0 |            0 |
|   portalCnx_writeCnx_doneCnx_synchronizer                                           |                      SyncFIFO__parameterized8 |         12 |         12 |       0 |    0 |    35 |      0 |      0 |            0 |
|   portalCnx_writeCnx_reqCnx_synchronizer                                            |                      SyncFIFO__parameterized9 |         32 |         12 |      20 |    0 |    63 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_doneFifo                                                       |                         FIFO1__parameterized0 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_readDataPipes_0_fifo                                           |                        FIFO2__parameterized58 |         39 |         39 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_readDataPipes_1_fifo                                           |                        FIFO2__parameterized59 |         74 |         74 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_read_data_funnel_buffs_0_0                                     |                        FIFO2__parameterized60 |         39 |         39 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_req_ars                                                        |                         FIFO1__parameterized1 |          1 |          1 |       0 |    0 |    26 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_req_aws                                                        |                         FIFO1__parameterized2 |          1 |          1 |       0 |    0 |    25 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_rs                                                             |                         FIFO1__parameterized3 |          9 |          9 |       0 |    0 |     2 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_writeDataPipes_0_fifo                                          |                        FIFO2__parameterized62 |         40 |         40 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_writeDataPipes_1_fifo                                          |                        FIFO2__parameterized63 |         40 |         40 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_write_data                                                     |                        FIFO2__parameterized64 |         44 |         44 |       0 |    0 |    70 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_write_data_unfunnel_rv_buff_0_0_0                              |                        FIFO2__parameterized65 |         36 |         36 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_write_data_unfunnel_rv_buff_0_0_1                              |                        FIFO2__parameterized66 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_ctrl_mux_ws                                                             |                         FIFO1__parameterized4 |          7 |          7 |       0 |    0 |     2 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_doneFifo                                          |                         FIFO1__parameterized5 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_readDataPipes_0_fifo                              |                        FIFO2__parameterized67 |         39 |         39 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_readDataPipes_1_fifo                              |                        FIFO2__parameterized68 |         39 |         39 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_readDataPipes_2_fifo                              |                        FIFO2__parameterized69 |         72 |         72 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_readDataPipes_3_fifo                              |                        FIFO2__parameterized70 |         71 |         71 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_read_data_funnel_buffs_0_0                        |                        FIFO2__parameterized71 |         41 |         41 |       0 |    0 |    68 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_req_ars                                           |                         FIFO1__parameterized6 |          5 |          5 |       0 |    0 |    24 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_req_aws                                           |                         FIFO1__parameterized7 |          6 |          6 |       0 |    0 |    23 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_rs                                                |                         FIFO1__parameterized8 |         12 |         12 |       0 |    0 |     3 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_writeDataPipes_0_fifo                             |                        FIFO2__parameterized75 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_writeDataPipes_1_fifo                             |                        FIFO2__parameterized76 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_writeDataPipes_2_fifo                             |                        FIFO2__parameterized77 |         32 |         32 |       0 |    0 |    58 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_writeDataPipes_3_fifo                             |                        FIFO2__parameterized78 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_write_data                                        |                        FIFO2__parameterized79 |         49 |         49 |       0 |    0 |    70 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_0                 |                        FIFO2__parameterized80 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_1                 |                        FIFO2__parameterized81 |          3 |          3 |       0 |    0 |     4 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_2                 |                        FIFO2__parameterized82 |         31 |         31 |       0 |    0 |    58 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_3                 |                        FIFO2__parameterized83 |         34 |         34 |       0 |    0 |    66 |      0 |      0 |            0 |
|   portalTop_framework_ctrl_mux_rv_ws                                                |                         FIFO1__parameterized9 |         11 |         11 |       0 |    0 |     3 |      0 |      0 |            0 |
|   portalTop_lMMUIndicationProxy_rv                                                  |                     mkMMUIndicationProxySynth |        304 |        304 |       0 |    0 |   448 |      0 |      0 |            0 |
|     (portalTop_lMMUIndicationProxy_rv)                                              |                     mkMMUIndicationProxySynth |          1 |          1 |       0 |    0 |   132 |      0 |      0 |            0 |
|     dut                                                                             |                         mkMMUIndicationOutput |         92 |         92 |       0 |    0 |   144 |      0 |      0 |            0 |
|       indicationPipes                                                               |                    mkMMUIndicationOutputPipes |         92 |         92 |       0 |    0 |   144 |      0 |      0 |            0 |
|     memslave_doneFifo                                                               |                        FIFO1__parameterized10 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_fifoReadAddrGenerator_addrBeatFifo                                     |                        FIFO2__parameterized84 |         89 |         89 |       0 |    0 |    14 |      0 |      0 |            0 |
|     memslave_fifoReadAddrGenerator_requestFifo                                      |                        FIFO1__parameterized11 |         28 |         28 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_fifoWriteAddrGenerator_addrBeatFifo                                    |                        FIFO2__parameterized85 |         13 |         13 |       0 |    0 |    14 |      0 |      0 |            0 |
|     memslave_fifoWriteAddrGenerator_requestFifo                                     |                        FIFO1__parameterized12 |         28 |         28 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_fifoWriteDoneFifo                                                      |                        FIFO2__parameterized86 |          5 |          5 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_req_ars                                                                |                        FIFO1__parameterized13 |          1 |          1 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_req_aws                                                                |                        FIFO1__parameterized14 |          1 |          1 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_rs                                                                     |                        FIFO1__parameterized15 |          8 |          8 |       0 |    0 |     3 |      0 |      0 |            0 |
|     memslave_rsCtrl                                                                 |                        FIFO1__parameterized16 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_rvFifo                                                                 |                        FIFO2__parameterized87 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|     memslave_ws                                                                     |                        FIFO1__parameterized17 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_wsCtrl                                                                 |                        FIFO1__parameterized18 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|   portalTop_lMMURequestWrapper_dut                                                  |             mkMMURequestWrapperMemPortalPipes |        300 |        300 |       0 |    0 |   914 |      0 |      0 |            0 |
|     (portalTop_lMMURequestWrapper_dut)                                              |             mkMMURequestWrapperMemPortalPipes |          1 |          1 |       0 |    0 |   131 |      0 |      0 |            0 |
|     dut                                                                             |                             mkMMURequestInput |         85 |         85 |       0 |    0 |   547 |      0 |      0 |            0 |
|       (dut)                                                                         |                             mkMMURequestInput |          4 |          4 |       0 |    0 |   347 |      0 |      0 |            0 |
|       idRequest_requestAdapter_fifo                                                 |                                         FIFO1 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|       idReturn_requestAdapter_fifo                                                  |                                       FIFO1_1 |          1 |          1 |       0 |    0 |     6 |      0 |      0 |            0 |
|       region_requestAdapter_fifo                                                    |                        FIFO1__parameterized19 |         75 |         75 |       0 |    0 |   150 |      0 |      0 |            0 |
|       setInterface_requestAdapter_fifo                                              |                        FIFO1__parameterized20 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|       sglist_requestAdapter_fifo                                                    |                        FIFO1__parameterized21 |          4 |          4 |       0 |    0 |    42 |      0 |      0 |            0 |
|     memslave_doneFifo                                                               |                        FIFO1__parameterized22 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_fifoReadAddrGenerator_addrBeatFifo                                     |                        FIFO2__parameterized88 |         55 |         55 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_fifoReadAddrGenerator_requestFifo                                      |                        FIFO1__parameterized23 |         28 |         28 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_fifoWriteAddrGenerator_addrBeatFifo                                    |                        FIFO2__parameterized89 |         11 |         11 |       0 |    0 |    14 |      0 |      0 |            0 |
|     memslave_fifoWriteAddrGenerator_requestFifo                                     |                        FIFO1__parameterized24 |         28 |         28 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_fifoWriteDoneFifo                                                      |                        FIFO2__parameterized90 |          5 |          5 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_req_ars                                                                |                        FIFO1__parameterized25 |          1 |          1 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_req_aws                                                                |                        FIFO1__parameterized26 |          1 |          1 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_rs                                                                     |                        FIFO1__parameterized27 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |            0 |
|     memslave_rsCtrl                                                                 |                        FIFO1__parameterized28 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_rvFifo                                                                 |                        FIFO2__parameterized91 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|     memslave_writeDataFifo                                                          |                        FIFO2__parameterized92 |         32 |         32 |       0 |    0 |    58 |      0 |      0 |            0 |
|     memslave_ws                                                                     |                        FIFO1__parameterized29 |         14 |         14 |       0 |    0 |     4 |      0 |      0 |            0 |
|     memslave_wsCtrl                                                                 |                        FIFO1__parameterized30 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|   portalTop_lMMU_mmu                                                                |                                    mkMMUSynth |       1111 |       1059 |      52 |    0 |  1066 |     11 |      1 |            0 |
|     (portalTop_lMMU_mmu)                                                            |                                    mkMMUSynth |         61 |         61 |       0 |    0 |    96 |      0 |      0 |            0 |
|     configResponseFifo                                                              |                        FIFO1__parameterized31 |         82 |         82 |       0 |    0 |     6 |      0 |      0 |            0 |
|     dmaErrorFifo                                                                    |                        FIFO1__parameterized32 |         18 |         18 |       0 |    0 |    48 |      0 |      0 |            0 |
|     dmaErrorFifos_0                                                                 |                        FIFO1__parameterized33 |         30 |         30 |       0 |    0 |    46 |      0 |      0 |            0 |
|     dmaErrorFifos_1                                                                 |                        FIFO1__parameterized34 |          0 |          0 |       0 |    0 |    30 |      0 |      0 |            0 |
|     idResponseFifo                                                                  |                        FIFO1__parameterized35 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |            0 |
|     idReturnFifo                                                                    |                        FIFO2__parameterized93 |          8 |          8 |       0 |    0 |    12 |      0 |      0 |            0 |
|     incomingReqs_1                                                                  |                        FIFO2__parameterized95 |         45 |         45 |       0 |    0 |    81 |      0 |      0 |            0 |
|     offs1_1                                                                         |                    SizedFIFO__parameterized17 |         55 |         35 |      20 |    0 |    32 |      0 |      0 |            0 |
|     pageResponseFifos_1                                                             |                        FIFO2__parameterized97 |         53 |         53 |       0 |    0 |    82 |      0 |      0 |            0 |
|     regall_cbram_bram                                                               |                         BRAM2__parameterized6 |        122 |        122 |       0 |    0 |     0 |      4 |      1 |            0 |
|     regall_cbram_responseFifo_1                                                     |                        FIFO2__parameterized99 |        177 |        177 |       0 |    0 |   244 |      0 |      0 |            0 |
